id,Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
46327,Current Affairs,Episode 32,12.82,News,34.92,Sunday,Morning,77.32,3,Neutral,8.12653
46334,Tech Talks,Episode 4,,Technology,62.89,Sunday,Evening,52.89,0,Positive,56.05887
46340,Detective Diaries,Episode 76,93.42,True Crime,80.84,Sunday,Afternoon,49.62,1,Positive,69.91222
46346,Tune Time,Episode 77,,Music,57.7,Sunday,Afternoon,8.81,3,Neutral,34.59034
46361,Athlete's Arena,Episode 79,20.32,Sports,70.17,Sunday,Evening,88,2,Negative,5.2545
46363,Style Guide,Episode 4,108.86,Lifestyle,54.3,Sunday,Evening,10.39,0,Positive,91.8
46369,Sports Central,Episode 9,119.88,Sports,88.79,Sunday,Evening,59.01,1,Positive,112.67458
46403,Business Briefs,Episode 85,97.42,Business,99.8,Sunday,Afternoon,78.63,3,Positive,84.48716
46413,Comedy Corner,Episode 6,82.37,Comedy,92.52,Sunday,Night,6.58,1,Negative,52.8366
46419,Fashion Forward,Episode 49,,Lifestyle,93.52,Sunday,Evening,89.72,3,Negative,45.64067
46420,Detective Diaries,Episode 59,85.28,True Crime,54.68,Sunday,Morning,,2,Neutral,57.03298
46423,Tech Trends,Episode 84,30.66,Technology,63.99,Sunday,Afternoon,56.16,1,Neutral,10.67
46426,Humor Hub,Episode 9,71.23,Comedy,83.3,Sunday,Morning,66.53,3,Negative,36.57421
46442,Style Guide,Episode 92,33.98,Lifestyle,71.91,Sunday,Morning,,1,Neutral,18.74992
46445,Money Matters,Episode 99,97.21,Business,30.69,Sunday,Evening,41.05,0,Negative,75.72531
46458,Game Day,Episode 47,,Sports,39.41,Sunday,Morning,48.25,1,Positive,21.88
46467,Criminal Minds,Episode 38,91.86,True Crime,20.73,Sunday,Morning,57.3,3,Positive,71.5645
46484,Humor Hub,Episode 26,86.91,Comedy,36.62,Sunday,Night,2.48,1,Positive,75.03698
46488,Criminal Minds,Episode 22,72.74,True Crime,60.42,Sunday,Morning,42.15,2,Positive,53.22385
46500,Sport Spot,Episode 98,101.64,Sports,72.46,Sunday,Night,,2,Neutral,48.52
46504,Sound Waves,Episode 92,103.78,Music,66,Sunday,Morning,30.62,2,Positive,90.7301
46507,Market Masters,Episode 85,32.47,Business,36.78,Sunday,Night,42.52,3,Negative,19.10589
46512,Tune Time,Episode 8,40,Music,75.52,Sunday,Morning,27.16,3,Negative,37.85881
46516,Tune Time,Episode 26,71.18,Music,31.95,Sunday,Afternoon,,1,Negative,32.02599
46519,Mind & Body,Episode 26,67.43,Health,80.76,Sunday,Evening,3.64,0,Neutral,41.38724
46524,Joke Junction,Episode 55,70.28,Comedy,70.67,Sunday,Night,8.85,2,Negative,61.27458
46536,Melody Mix,Episode 88,77.32,Music,35.88,Sunday,Night,,0,Negative,51.15822
46559,Tech Trends,Episode 17,22.3,Technology,84.11,Sunday,Evening,17.48,3,Negative,12.96198
46560,Health Hour,Episode 99,65.35,Health,20.58,Sunday,Afternoon,19.72,2,Positive,40.08741
46561,Gadget Geek,Episode 69,66.52,Technology,76.57,Sunday,Night,68.88,0,Positive,31.63161
46563,Innovators,Episode 46,9.31,Technology,90.64,Sunday,Night,,1,Negative,2.65616
46564,Wellness Wave,Episode 19,81.93,Health,21.25,Sunday,Afternoon,90.29,1,Negative,44.88693
46591,Detective Diaries,Episode 15,96.56,True Crime,59.73,Sunday,Morning,0.33,0,Neutral,64.74157
46593,Health Hour,Episode 33,23.14,Health,91.22,Sunday,Night,8.94,0,Positive,20.25461
46595,Market Masters,Episode 2,21.67,Business,79.76,Sunday,Evening,56.61,3,Positive,12.49805
46603,Style Guide,Episode 65,18.53,Lifestyle,96.53,Sunday,Night,90.42,0,Positive,7.80492
46619,Melody Mix,Episode 83,12.41,Music,60.25,Sunday,Afternoon,,3,Neutral,0.69991
46623,Game Day,Episode 43,,Sports,56.63,Sunday,Afternoon,75.64,1,Positive,55.90854
46637,Music Matters,Episode 77,71.82,Music,79.7,Sunday,Afternoon,42.7,1,Neutral,58.36103
46639,Game Day,Episode 3,99.86,Sports,41.18,Sunday,Afternoon,95.91,0,Neutral,82.53407
46652,Business Briefs,Episode 91,72.78,Business,91.95,Sunday,Evening,72.89,0,Positive,54.24781
46654,Healthy Living,Episode 25,8.38,Health,70.04,Sunday,Afternoon,90.71,2,Positive,6.99
46673,Brain Boost,Episode 59,82.74,Education,66.28,Sunday,Night,75.98,1,Positive,66.90285
46679,Healthy Living,Episode 54,46.51,Health,48.7,Sunday,Afternoon,76.41,1,Positive,30.81174
46680,Study Sessions,Episode 55,95.51,Education,56.4,Sunday,Afternoon,,0,Neutral,79.87233
46697,Mystery Matters,Episode 24,,True Crime,78.84,Sunday,Evening,5.1,1,Neutral,41.56068
46706,Global News,Episode 29,58.34,News,73.91,Sunday,Morning,78.12,2,Positive,33.95
46722,Music Matters,Episode 49,111.76,Music,86.32,Sunday,Night,54.35,3,Negative,105.06
46727,Lifestyle Lounge,Episode 62,10.41,Lifestyle,89.86,Sunday,Afternoon,78.83,1,Negative,1.99324
46730,Crime Chronicles,Episode 14,98.53,True Crime,39.11,Sunday,Afternoon,75.13,2,Positive,76.70133
46738,Athlete's Arena,Episode 71,81.63,Sports,79.57,Sunday,Evening,86.35,0,Neutral,56.02782
46747,Tech Talks,Episode 55,111.04,Technology,92.34,Sunday,Night,99.44,1,Neutral,95.98855
46757,Humor Hub,Episode 41,56.24,Comedy,69.07,Sunday,Night,12.62,1,Neutral,43.90662
46769,Business Briefs,Episode 30,,Business,51.05,Sunday,Morning,55.76,0,Negative,89.53823
46781,Game Day,Episode 74,71.93,Sports,38.02,Sunday,Morning,84.27,3,Positive,45.01376
46789,Humor Hub,Episode 53,33.02,Comedy,92.4,Sunday,Morning,,1,Neutral,12.01218
46790,Market Masters,Episode 96,33.7,Business,69.36,Sunday,Evening,5.18,3,Positive,28.7411
46796,Business Insights,Episode 20,49.78,Business,89.25,Sunday,Night,2.54,1,Neutral,30.66291
46804,Innovators,Episode 32,61.48,Technology,78.23,Sunday,Night,52.78,1,Negative,41.83
46815,Learning Lab,Episode 15,101.86,Education,66.51,Sunday,Night,,1,Positive,44.14777
46817,Music Matters,Episode 39,32.16,Music,89.66,Sunday,Evening,7.55,3,Positive,19.71374
46821,Gadget Geek,Episode 42,42.47,Technology,96.95,Sunday,Night,33.42,0,Neutral,39.70896
46841,Style Guide,Episode 78,109.31,Lifestyle,71.57,Sunday,Afternoon,4.68,0,Neutral,105.29662
46843,Innovators,Episode 32,,Technology,70.25,Sunday,Evening,50.23,1,Positive,58.88951
46848,World Watch,Episode 56,,News,93.07,Sunday,Afternoon,,3,Positive,44.72629
46862,Crime Chronicles,Episode 70,50.82,True Crime,63.39,Sunday,Evening,73.41,3,Negative,18.81
46868,Sound Waves,Episode 24,64.87,Music,84.36,Sunday,Afternoon,96.23,3,Negative,56.52785
46872,Healthy Living,Episode 92,,Health,30,Sunday,Afternoon,93.65,3,Positive,61.44311
46882,Brain Boost,Episode 75,87.16,Education,76.75,Sunday,Afternoon,78.76,1,Negative,64.52588
46887,News Roundup,Episode 36,,News,65.57,Sunday,Evening,16.79,0,Positive,30.97136
46899,Money Matters,Episode 82,30.28,Business,99.15,Sunday,Night,,1,Positive,9.5193
46902,Humor Hub,Episode 62,21.69,Comedy,47.82,Sunday,Evening,61.56,3,Positive,9.53183
46907,Innovators,Episode 94,30.45,Technology,71.92,Sunday,Afternoon,66.53,2,Neutral,23.77
46913,Educational Nuggets,Episode 50,110.64,Education,66.36,Sunday,Morning,21.69,2,Negative,84.26518
46920,Funny Folks,Episode 87,62.33,Comedy,82.86,Sunday,Night,34.07,0,Negative,58.01151
46923,Fitness First,Episode 43,61.96,Health,51.68,Sunday,Evening,82.47,3,Neutral,50.67466
46931,Sports Weekly,Episode 47,31.77,Sports,81.37,Sunday,Evening,52.65,1,Neutral,21.59486
46941,Game Day,Episode 27,72.51,Sports,58.36,Sunday,Afternoon,72.27,0,Positive,56.26231
46951,Style Guide,Episode 80,74.39,Lifestyle,75.63,Sunday,Evening,41.73,3,Positive,53.56
46965,Lifestyle Lounge,Episode 93,81.71,Lifestyle,71.46,Sunday,Morning,61.79,3,Neutral,38.84206
46967,Lifestyle Lounge,Episode 78,102.95,Lifestyle,33.69,Sunday,Afternoon,,0,Positive,50.56992
46976,Mystery Matters,Episode 94,61.38,True Crime,47.18,Sunday,Night,46.8,1,Positive,55.83252
46985,Market Masters,Episode 50,92.34,Business,73.16,Sunday,Night,11.66,1,Negative,86.6217
46991,Finance Focus,Episode 93,119.94,Business,44.37,Sunday,Afternoon,86.96,0,Neutral,68.9486
46994,Mind & Body,Episode 39,34.16,Health,25.51,Sunday,Evening,44.63,1,Positive,18.9237
47000,Comedy Corner,Episode 61,41.75,Comedy,71.76,Sunday,Night,80.54,3,Negative,16.75562
47002,Money Matters,Episode 60,34.4,Business,21.39,Sunday,Morning,19.82,2,Positive,32.46039
47007,Learning Lab,Episode 30,62.81,Education,52.23,Sunday,Afternoon,46.14,2,Negative,47.94785
47022,Game Day,Episode 3,97.94,Sports,34.05,Sunday,Night,16.05,1,Neutral,73.51732
47023,Melody Mix,Episode 28,92.14,Music,67.54,Sunday,Morning,94.78,3,Positive,38.36935
47046,Healthy Living,Episode 47,79.21,Health,30.4,Sunday,Night,86.05,3,Negative,49.32444
47047,Current Affairs,Episode 57,104.57,News,85.83,Sunday,Evening,17.1,0,Positive,84.06607
47059,Fashion Forward,Episode 23,44.42,Lifestyle,77.5,Sunday,Evening,1.83,0,Negative,38.82112
47070,Current Affairs,Episode 32,84.39,News,83.66,Sunday,Night,81.92,0,Positive,66.90285
47072,Sports Central,Episode 28,102.83,Sports,40.78,Sunday,Morning,91.38,1,Neutral,82.40544
47073,Finance Focus,Episode 84,46.15,Business,62.65,Sunday,Morning,49.67,0,Neutral,36.65124
47080,Fitness First,Episode 37,16.09,Health,45.62,Sunday,Evening,93.05,1,Neutral,8.17909
47083,Healthy Living,Episode 8,36.81,Health,98.26,Sunday,Afternoon,72.5,2,Positive,33.21333
47096,Money Matters,Episode 24,67.56,Business,67.77,Sunday,Night,81.89,0,Negative,36.36372
47098,Digital Digest,Episode 2,112.09,Technology,22.79,Sunday,Evening,47.41,1,Positive,106.10019
47103,Market Masters,Episode 8,39.13,Business,93,Sunday,Evening,97.39,1,Negative,37.05
47104,Sports Central,Episode 72,,Sports,39.2,Sunday,Morning,,0,Neutral,24.28289
47112,True Crime Stories,Episode 40,108.55,True Crime,43.75,Sunday,Morning,,2,Negative,66.52365
47123,Athlete's Arena,Episode 60,46.87,Sports,76.47,Sunday,Evening,14.99,0,Neutral,43.49929
47133,Fashion Forward,Episode 67,16.16,Lifestyle,75.84,Sunday,Morning,25.11,1,Neutral,4.99783
47147,Joke Junction,Episode 75,85.4,Comedy,32.25,Sunday,Evening,52.14,0,Negative,42.26146
47156,Funny Folks,Episode 65,116.74,Comedy,81.08,Sunday,Afternoon,87.13,0,Neutral,103.11
47157,Style Guide,Episode 80,105.19,Lifestyle,88.12,Sunday,Morning,,0,Neutral,91.39064
47159,Sports Central,Episode 49,32.09,Sports,31.52,Sunday,Night,,3,Neutral,9.63522
47166,Business Briefs,Episode 12,41.73,Business,47.66,Sunday,Morning,90.8,1,Positive,33.88046
47171,Joke Junction,Episode 45,13.51,Comedy,46.87,Sunday,Afternoon,,1,Neutral,11.74502
47179,Sport Spot,Episode 97,65.51,Sports,89.24,Sunday,Morning,64.64,0,Neutral,41.29185
47184,Mystery Matters,Episode 11,85.51,True Crime,93.24,Sunday,Afternoon,48.5,1,Neutral,57.4335
47186,Market Masters,Episode 26,46.43,Business,94.33,Sunday,Morning,45.13,0,Neutral,28.98474
47194,Mind & Body,Episode 5,46.83,Health,32.5,Sunday,Afternoon,83.44,2,Negative,34.68532
47195,Healthy Living,Episode 91,23.09,Health,59.51,Sunday,Morning,,1,Positive,8.98534
47200,Brain Boost,Episode 53,98.61,Education,66.15,Sunday,Afternoon,96.58,3,Neutral,80.58748
47204,Humor Hub,Episode 100,119.86,Comedy,52.85,Sunday,Afternoon,,3,Negative,63.49239
47211,Laugh Line,Episode 56,24.97,Comedy,79.46,Sunday,Afternoon,65.31,1,Negative,13.04893
47213,Tech Trends,Episode 57,67.54,Technology,72.52,Sunday,Night,81.24,0,Positive,47.88364
47220,Game Day,Episode 34,43.8,Sports,52.69,Sunday,Afternoon,,3,Neutral,39.81657
47231,Fitness First,Episode 72,84.38,Health,91.21,Sunday,Night,8.9,3,Positive,57.26637
47236,Fitness First,Episode 82,35.38,Health,60.2,Sunday,Night,12.04,3,Negative,24.46174
47241,Wellness Wave,Episode 85,,Health,83.7,Sunday,Afternoon,72.37,2,Negative,40.36986
47243,Sports Weekly,Episode 37,,Sports,21.82,Sunday,Night,,2,Positive,8.78651
47247,Music Matters,Episode 71,104.09,Music,59.35,Sunday,Morning,25.98,3,Neutral,68.65584
47255,Game Day,Episode 91,44.09,Sports,60.75,Sunday,Evening,,3,Negative,27.5674
47259,Sport Spot,Episode 88,17.5,Sports,78.68,Sunday,Evening,69.49,1,Positive,11.35
47267,Digital Digest,Episode 54,29.81,Technology,55.96,Sunday,Morning,66.02,1,Positive,10.23766
47289,Detective Diaries,Episode 16,25.69,True Crime,68.42,Sunday,Evening,90.54,0,Neutral,20.33092
47293,Mind & Body,Episode 81,111.97,Health,93.87,Sunday,Afternoon,81.69,0,Positive,111.05
47303,Business Briefs,Episode 3,,Business,49.07,Sunday,Morning,78.39,1,Negative,21.06946
47308,Life Lessons,Episode 70,95.37,Lifestyle,49.7,Sunday,Evening,89.38,1,Positive,83.99719
47320,Daily Digest,Episode 28,87.7,News,87.7,Sunday,Afternoon,18.21,1,Negative,69.13053
47327,Tech Talks,Episode 36,111.19,Technology,48.14,Sunday,Evening,32.04,2,Neutral,94.24872
47343,Game Day,Episode 56,7.22,Sports,67.54,Sunday,Evening,,0,Neutral,0
47354,Home & Living,Episode 70,27.21,Lifestyle,42.68,Sunday,Afternoon,9.37,1,Negative,17.70193
47357,Detective Diaries,Episode 90,101.22,True Crime,30.63,Sunday,Evening,,2,Negative,69.4631
47364,Home & Living,Episode 16,16.85,Lifestyle,36.11,Sunday,Evening,24.61,0,Positive,11.46574
47372,Finance Focus,Episode 88,70.09,Business,29.94,Sunday,Afternoon,,2,Negative,50.67135
47376,Gadget Geek,Episode 83,112.77,Technology,23.41,Sunday,Morning,98.68,1,Positive,67.35
47386,Wellness Wave,Episode 55,82.43,Health,91.63,Sunday,Morning,38.61,2,Neutral,64.35736
47393,Tune Time,Episode 48,8.56,Music,67.76,Sunday,Afternoon,41.21,2,Neutral,0
47399,Healthy Living,Episode 24,10.7,Health,29.36,Sunday,Evening,60.36,2,Negative,5.91473
47401,Athlete's Arena,Episode 54,99.04,Sports,21.72,Sunday,Evening,,1,Positive,83.48682
47408,Music Matters,Episode 31,86.66,Music,54.68,Sunday,Morning,31.73,0,Positive,59.8315
47425,Tech Trends,Episode 83,23.04,Technology,84.13,Sunday,Afternoon,,0,Neutral,14.53633
47444,Innovators,Episode 53,25.81,Technology,71.62,Sunday,Night,,3,Negative,24.4634
47445,Finance Focus,Episode 64,116.71,Business,89.67,Sunday,Evening,87.94,0,Negative,102.62773
47450,Current Affairs,Episode 52,9.87,News,50.05,Sunday,Night,50.69,1,Neutral,9.87
47451,Market Masters,Episode 71,27.34,Business,39.52,Sunday,Night,58.25,3,Negative,5.71
47452,Digital Digest,Episode 59,,Technology,64.52,Sunday,Evening,60.85,1,Negative,4.44535
47454,Money Matters,Episode 2,109.43,Business,27.86,Sunday,Evening,85.29,2,Negative,60.49304
47465,Healthy Living,Episode 11,51.22,Health,44.87,Sunday,Morning,4.9,3,Neutral,27.6176
47483,Wellness Wave,Episode 53,96.75,Health,75.83,Sunday,Afternoon,60.72,2,Positive,78.06172
47493,Brain Boost,Episode 40,113.79,Education,92.72,Sunday,Morning,33.51,1,Neutral,104.5179
47494,Digital Digest,Episode 47,,Technology,78.66,Sunday,Afternoon,57.58,0,Negative,10.83
47497,Tune Time,Episode 51,65.7,Music,78.76,Sunday,Evening,,3,Negative,46.84125
47498,Business Insights,Episode 87,85.53,Business,70.08,Sunday,Morning,60.81,2,Negative,78.43
47501,Crime Chronicles,Episode 99,35.04,True Crime,86.25,Sunday,Evening,73.32,2,Negative,23.94516
47505,Business Briefs,Episode 99,108.56,Business,41.1,Sunday,Evening,91.83,2,Neutral,51.30685
47510,Laugh Line,Episode 32,71.38,Comedy,89.51,Sunday,Afternoon,78.42,1,Negative,48.03331
47511,Melody Mix,Episode 53,53.66,Music,55.03,Sunday,Afternoon,,3,Negative,34.45395
47517,Game Day,Episode 76,25.48,Sports,76,Sunday,Afternoon,70.97,0,Negative,12.00734
47520,Athlete's Arena,Episode 89,110.03,Sports,66.72,Sunday,Night,4.04,0,Negative,63.79118
47522,Athlete's Arena,Episode 4,30.35,Sports,66.76,Sunday,Evening,46.27,1,Positive,9.04803
47526,Tech Trends,Episode 83,,Technology,71.23,Sunday,Evening,32.01,1,Negative,9.21
47527,Business Insights,Episode 3,,Business,72.78,Sunday,Morning,,2,Positive,6.23916
47531,Crime Chronicles,Episode 84,17.05,True Crime,96.43,Sunday,Evening,49.4,0,Neutral,5.34256
47533,Digital Digest,Episode 88,108.24,Technology,50.32,Sunday,Night,91.38,0,Neutral,67.29353
47540,Athlete's Arena,Episode 96,41.3,Sports,61.42,Sunday,Night,70.29,1,Negative,23.65062
47541,Crime Chronicles,Episode 63,111.03,True Crime,23.57,Sunday,Evening,73.61,0,Positive,68.58328
47542,Sports Weekly,Episode 54,115.76,Sports,73.7,Sunday,Night,34.72,1,Neutral,69.31949
47546,Home & Living,Episode 89,,Lifestyle,64.75,Sunday,Night,83.48,0,Negative,17.28466
47556,Fitness First,Episode 18,9.08,Health,36.7,Sunday,Afternoon,48.52,0,Negative,5.42033
47564,Humor Hub,Episode 29,30.83,Comedy,57.36,Sunday,Evening,98.47,2,Neutral,15.15663
47568,Funny Folks,Episode 63,6.89,Comedy,36.89,Sunday,Morning,96.26,1,Neutral,1.18673
47575,Tune Time,Episode 63,87.13,Music,44.25,Sunday,Afternoon,91.25,0,Positive,78.67808
47590,Educational Nuggets,Episode 94,20.98,Education,24.22,Sunday,Evening,29.94,0,Positive,8.0361
47593,Crime Chronicles,Episode 88,59.18,True Crime,53.95,Sunday,Night,38.62,0,Negative,51.34514
47597,Tune Time,Episode 21,69.2,Music,23.36,Sunday,Night,,0,Negative,46.07167
47615,Style Guide,Episode 86,58.24,Lifestyle,42.38,Sunday,Evening,,0,Positive,36.06958
47618,Athlete's Arena,Episode 65,62.59,Sports,39.39,Sunday,Night,,0,Positive,35.34282
47619,Mystery Matters,Episode 97,87.42,True Crime,78.63,Sunday,Morning,6.43,3,Neutral,38.37094
47620,Comedy Corner,Episode 42,100.47,Comedy,59.14,Sunday,Morning,53.68,1,Negative,51.26228
47621,Money Matters,Episode 50,62.01,Business,22.33,Sunday,Afternoon,13.42,2,Neutral,36.15794
47623,Humor Hub,Episode 67,,Comedy,90.82,Sunday,Morning,44.63,0,Negative,119.56
47631,Game Day,Episode 61,53.69,Sports,98.23,Sunday,Morning,46.85,0,Negative,38.85
47632,Business Insights,Episode 55,,Business,89.7,Sunday,Night,36.89,0,Positive,28.16262
47638,Digital Digest,Episode 74,5.41,Technology,30.67,Sunday,Morning,30.72,2,Positive,0.52761
47644,Fitness First,Episode 36,,Health,94.83,Sunday,Afternoon,12.89,1,Negative,86.85557
47647,Laugh Line,Episode 86,37.08,Comedy,24.71,Sunday,Night,85.48,1,Positive,31.4071
47651,Global News,Episode 40,75.49,News,20.91,Sunday,Morning,,2,Positive,52.5595
47664,Music Matters,Episode 78,112.42,Music,28.4,Sunday,Evening,9.32,1,Neutral,84.71816
47665,Health Hour,Episode 73,117.44,Health,49.24,Sunday,Evening,58.26,1,Neutral,83.4617
47668,Business Briefs,Episode 77,106.3,Business,38.38,Sunday,Night,,2,Negative,69.38196
47692,Tech Talks,Episode 61,99.01,Technology,55.66,Sunday,Afternoon,52.78,2,Positive,93.64738
47706,Music Matters,Episode 50,49.3,Music,68.39,Sunday,Evening,24.01,3,Negative,34.7969
47708,Learning Lab,Episode 99,92.88,Education,52.75,Sunday,Afternoon,34.45,1,Positive,65.78087
47710,Funny Folks,Episode 59,33.43,Comedy,56.6,Sunday,Evening,43.35,3,Positive,18.41
47714,Business Insights,Episode 34,,Business,39.64,Sunday,Night,,3,Negative,63.74
47715,Comedy Corner,Episode 76,24.46,Comedy,46.35,Sunday,Evening,89.02,1,Neutral,13.92982
47717,Style Guide,Episode 27,88.42,Lifestyle,22.23,Sunday,Morning,76.1,3,Negative,55.74299
47727,Life Lessons,Episode 69,89.35,Lifestyle,78.99,Sunday,Evening,55.35,2,Positive,50.03534
47745,Home & Living,Episode 73,38.85,Lifestyle,50.06,Sunday,Night,,3,Positive,27.88459
47750,Style Guide,Episode 86,16.28,Lifestyle,26.68,Sunday,Evening,56.83,1,Negative,12.33401
47752,Melody Mix,Episode 34,32.03,Music,86.23,Sunday,Night,0.54,1,Negative,14.89871
47754,World Watch,Episode 24,46.24,News,20.24,Sunday,Evening,69.71,1,Positive,43.6476
47755,Athlete's Arena,Episode 14,,Sports,21.44,Sunday,Evening,,3,Negative,42.24958
47758,Tune Time,Episode 30,30.29,Music,85.33,Sunday,Evening,,2,Negative,23.47307
47763,Detective Diaries,Episode 14,,True Crime,52.23,Sunday,Evening,1.08,2,Negative,85.70088
47775,Criminal Minds,Episode 13,39.53,True Crime,48.29,Sunday,Night,25.31,1,Neutral,15.50291
47780,Sports Weekly,Episode 12,,Sports,80.54,Sunday,Evening,,2,Negative,42.19153
47781,Humor Hub,Episode 12,15.16,Comedy,35.1,Sunday,Morning,23.94,0,Negative,12.74913
47792,Sports Weekly,Episode 48,,Sports,25.22,Sunday,Night,85.01,2,Neutral,46.67621
47793,Melody Mix,Episode 32,,Music,68.09,Sunday,Evening,,0,Positive,51.59287
47797,Life Lessons,Episode 88,5.51,Lifestyle,89.77,Sunday,Afternoon,,2,Negative,0
47805,Style Guide,Episode 18,53.67,Lifestyle,49.46,Sunday,Evening,92.08,2,Positive,35.0059
47812,Game Day,Episode 11,86.65,Sports,21.32,Sunday,Morning,57.65,0,Negative,68.05564
47816,Finance Focus,Episode 65,45.24,Business,53.3,Sunday,Afternoon,13.64,3,Neutral,24.31839
47817,Tune Time,Episode 82,76.92,Music,84.04,Sunday,Night,46.81,3,Negative,50.38721
47827,Gadget Geek,Episode 82,31.61,Technology,82.63,Sunday,Night,,0,Positive,12.3
47829,Sound Waves,Episode 32,97.84,Music,72.87,Sunday,Evening,62.71,1,Negative,75.17404
47835,Humor Hub,Episode 28,36.1,Comedy,39.46,Sunday,Night,41.69,3,Neutral,25.17625
47840,Sound Waves,Episode 42,90.17,Music,27.54,Sunday,Evening,,2,Positive,60.2104
47848,Athlete's Arena,Episode 87,84.03,Sports,71.85,Sunday,Night,20.03,0,Positive,74.10957
47856,Sports Weekly,Episode 43,63.13,Sports,52.94,Sunday,Morning,75.97,1,Neutral,55.58423
47857,Athlete's Arena,Episode 46,109.3,Sports,53.13,Sunday,Morning,98.59,1,Positive,59.25877
47860,Fitness First,Episode 71,,Health,52.84,Sunday,Afternoon,50.47,3,Positive,14.93
47861,Fashion Forward,Episode 64,,Lifestyle,47.99,Sunday,Afternoon,58.53,1,Negative,10.93
47867,Study Sessions,Episode 52,18.48,Education,61.34,Sunday,Night,44.56,0,Positive,2.05544
47880,Tech Trends,Episode 32,101.28,Technology,91.6,Sunday,Morning,31.11,0,Positive,79.69073
47897,Health Hour,Episode 41,32.29,Health,29.06,Sunday,Morning,20.27,0,Positive,24.10548
47898,Crime Chronicles,Episode 62,71.63,True Crime,44.42,Sunday,Morning,78.67,0,Positive,62.87545
47903,Market Masters,Episode 16,77.78,Business,39.69,Sunday,Night,66,3,Neutral,49.49066
47906,Funny Folks,Episode 79,,Comedy,92.4,Sunday,Night,65.29,1,Negative,9.7
47915,Sports Central,Episode 92,,Sports,89.44,Sunday,Evening,81.22,0,Positive,5.87992
47920,Business Insights,Episode 83,78.02,Business,33.35,Sunday,Night,34.05,3,Neutral,66.17595
47922,World Watch,Episode 34,66.41,News,36.29,Sunday,Night,17.34,3,Negative,38.12117
47923,Style Guide,Episode 70,35.46,Lifestyle,69.9,Sunday,Evening,97.49,2,Neutral,18.46
47929,Mystery Matters,Episode 71,111.69,True Crime,93.32,Sunday,Afternoon,55.33,3,Negative,66.28
47932,Healthy Living,Episode 74,112.05,Health,27.33,Sunday,Evening,0.82,0,Positive,77.557
47936,Tune Time,Episode 5,112.41,Music,83.35,Sunday,Evening,29.1,1,Negative,99.13567
47955,Home & Living,Episode 73,116.9,Lifestyle,91.12,Sunday,Night,36.94,2,Positive,80.22361
47963,Joke Junction,Episode 87,60.05,Comedy,75.15,Sunday,Evening,95.1,2,Neutral,56.71095
47973,Game Day,Episode 3,44.12,Sports,51.2,Sunday,Evening,,3,Positive,28.46
47984,Gadget Geek,Episode 10,115.67,Technology,87.99,Sunday,Afternoon,,0,Positive,103.43996
47989,Sports Central,Episode 7,,Sports,36.26,Sunday,Evening,46.07,1,Neutral,26.54868
48006,Digital Digest,Episode 11,104.63,Technology,48.85,Sunday,Morning,28.92,0,Neutral,53.96006
48007,Study Sessions,Episode 40,30.05,Education,96.53,Sunday,Night,,2,Neutral,22.77113
48016,Fitness First,Episode 44,63.65,Health,58.28,Sunday,Morning,,3,Neutral,46.74143
48017,Brain Boost,Episode 13,75.95,Education,98.18,Sunday,Morning,70.23,0,Negative,57.4838
48018,Tech Trends,Episode 6,112.27,Technology,33.85,Sunday,Evening,6.03,0,Positive,110.07689
48028,Gadget Geek,Episode 18,56.7,Technology,99.71,Sunday,Afternoon,58.08,0,Positive,39.02024
48029,Fashion Forward,Episode 61,,Lifestyle,35.73,Sunday,Morning,22.22,0,Negative,57.50756
48030,Humor Hub,Episode 86,62.94,Comedy,42.71,Sunday,Morning,,2,Negative,36.93569
48034,Business Insights,Episode 68,63.72,Business,55.19,Sunday,Night,85.61,0,Negative,58.59935
48043,Finance Focus,Episode 73,51.46,Business,33.51,Sunday,Morning,15.74,1,Neutral,30.7692
48044,Sports Weekly,Episode 26,114.98,Sports,96.29,Sunday,Morning,72.82,1,Positive,90.71
48046,Melody Mix,Episode 24,,Music,45.51,Sunday,Morning,,1,Neutral,25.24411
48047,Business Insights,Episode 34,19.56,Business,74,Sunday,Night,0.04,3,Positive,12.35785
48049,Digital Digest,Episode 32,90.99,Technology,72.79,Sunday,Afternoon,,0,Positive,80.81
48060,Athlete's Arena,Episode 86,7.33,Sports,25.15,Sunday,Afternoon,48.3,1,Positive,0
48068,Global News,Episode 61,25.02,News,78.12,Sunday,Morning,14.3,1,Negative,7.912
48069,Mind & Body,Episode 13,117.58,Health,62.53,Sunday,Night,79.45,1,Positive,78.56
48072,Learning Lab,Episode 10,21.69,Education,86.5,Sunday,Night,0.68,2,Neutral,8.12899
48073,Global News,Episode 18,43.31,News,97.35,Sunday,Night,23.14,1,Neutral,23.94629
48086,Humor Hub,Episode 39,67.72,Comedy,84.04,Sunday,Morning,28.89,1,Neutral,52.17231
48091,Money Matters,Episode 86,16.63,Business,89.45,Sunday,Night,42.94,1,Positive,15.55471
48092,True Crime Stories,Episode 98,29.97,True Crime,90.34,Sunday,Evening,,3,Negative,21.56164
48121,Fitness First,Episode 91,76.07,Health,58.33,Sunday,Morning,43.81,2,Positive,36.74101
